prompt,image_path
"**<https://s.mj.run/-_ZnH0tI4o4> alien flying hovercraft, propulsion, plasma, sunset, highly detailed and intricate, hyper realistic, yellow and blue, sci fi, artstation, octane render, 8k --ar 7:5** - Upscaled by <@382289069012680704> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28055.png
"**1980’s photo, outdoors, massive mechanical monolith compartments intricate detail** - <@988372478797709322>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9779.png
"**a set of vegetable designer toy, art toy ,in stylized style, pixar style,minimalist, --ar 16:9** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21781.png
"**a minimal logo design for a standup paddle boarding activity company , the name of the company is ""Let's play SUP""** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13983.png
**<https://s.mj.run/PN8__yOQV0M> Coheed and Cambria depicted as holy band of worship** - Upscaled by <@748270788125261924> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27754.png
**<https://s.mj.run/fwAW_7Ufl8E> looking up at a building of concrete slabs in extreme entropy:: overgrowth with vines growing down the building:: exposed structure fragmenting in the background:: ultra detail:: octane render:: --aspect 9:16** - Upscaled by <@310245257243656203>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15574.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22466.png
"**<https://s.mj.run/WmoG-SFXtE0> berlin cold war border crossing at night, fog, a car getting controlled by guards in leather coats, floodlights illuminate the scene, volumetric lighting, cinematic::10, long shot, 100mm lens, concept art, artstation, depressing lighting, muted colors, rain and reflections, water puddles, --ar 2:1** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8747.png
"**a copper ultron from age of ultron, by beksinski, unreal engine --uplight --aspect 3:4** - Upscaled (Light) by <@697301044765655100> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3401.png
"**<https://s.mj.run/gH0TtgqbAfo> --ar 9:16** - Upscaled by <@713319244347211797> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_115.png
**<https://s.mj.run/_duB5gOAIzI> knight of the dark sun** - <@109400117135581184> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_699.png
"**<https://s.mj.run/TkBS59rW9sk> androgynous cyborg head, red Glas, black cables, liquid, blue fire, studio light** - <@797513787133394944>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28850.png
"**girl playing with a balloon next to a river photo shot close up shoulder childrens book illustration, water::10, girl::10, illustration::10 --ar 4:3** - Upscaled by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1982.png
**artwork by jean-jacques avril I** - <@556306140879650827>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10736.png
"**bozo, tricycle, abalone, pizza, canon mark 1 realism** - Upscaled by <@831593332148011008>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7165.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20972.png
"**<https://s.mj.run/Ddje4tbFB-E> a litter of kittens, modeled in Poser, redshift render, style Android Jones, UHD --aspect 16:9 --iw 0.9 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21634.png
**<https://s.mj.run/M2cgfb60VLI> family of Xolos dogs:: carved out of exotic hardwood::** - <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7112.png
**<https://s.mj.run/LGn-uZB492k> A.B.C.D.E.F.G. 8K** - <@989429311369011250>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18331.png
"******highly detailed NYC tenement buildings made out of craft paper, cardboard,  collage elements  finely crafted fire escapes miniatures models diorama environment --aspect 9:19** - <@986404200177094667> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17814.png
"**<https://s.mj.run/BJ_A1hZrFag> mind control, sci-fi, by Karel Thole and Mike Mignola** - Upscaled by <@977252506335858758> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_551.png
"**cybercity in the rain, evening, octane render** - <@981290571672985611>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26004.png
"**<https://s.mj.run/DSLZ_-scjko> liquid wooden chainmail ferrofluid:: ultraviolet knight in armour portrait by Annie Leibovitz:: wooden glowing eyes outline:: beautiful golden braided hair:: --no blurry blur bokeh --ar 9:16 --uplight** - Upscaled (Light, Max) by <@583324108503384065>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_384.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26917.png
"**<https://s.mj.run/CiclaeLoxNY> stage with oriental laboratory silver panes glass ,fearther carpet wood stone steel Porcelain raw concrete salvia patens roof sand lake water oval mirror steel, screen transparent** - <@989167810947198976>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29530.png
"**wimbledon tennis court, three quarter view from above, clean stylized art, --ar 16:9** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16979.png
"**Black paper ::2 beautiful portrait of Markiplier ::2 games in the background ::3 Zodiac portrait ::3 white ink ::3 artgerm, intricate complexity, soft light --ar 2:3 --uplight** - Upscaled (Light) by <@63432180038119424> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18748.png
"**<https://s.mj.run/V6qyyxQFMC0> stunning satan of beauty:: photography of a cute asian devil wrapped in a silk sarong in the wind, anime waifu style character, clean soft lighting, backlit beautiful face, clean brush stroke, 8k character concept art, by WLOP and artgerm, 3d, --ar 2:3 --uplight --iw 1.8** - <@688517415285555389>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27780.png
**<https://s.mj.run/3dHVT5Y2WEI> --iw 1 --aspect 8:11** - Upscaled by <@959192950846410812>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1594.png
**artwork by thomas nast** - <@556306140879650827>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29041.png
Start,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14331.png
"**Syd Mead | Jack Kirby | Bill Sienkiewicz | futuristic impossible asymmetrical tropical dance club interior | random architecture dr. Seuss utopia dance club interior design dramatic lighting maximalist weird bizarre unique one of a kind raygun gothic style highly detailed environment depth perspective octane render --aspect 16:9 --no green** - <@986404200177094667> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6935.png
"**concept art of monoliths in middle of desolation, dust landscape wide angle, trending on artstation, 8k --w 3840 --h 1646** - Upscaled by <@697952713958227998> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19010.png
"**ambiguous line between reality and the after world, —w 3000 —h 1000** - Upscaled by <@685128697766084728>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2859.png
"**Abstract Nonsense::0.1 symmetry::1 bichromatic iridecent hellraiser genepunk space station, trending on artstation, cosmos nebula, 3D realistic materials and soft warm lighting::3 an intricate old fashioned depiction of an ethereal fairy pool with infinite life by hokusai and james gurney trending on artstation::1 a vivid watercolor painting::1.5 black paper:: gradient detailed intricate fractal Escher patterns by Chiharu Shiota and Peter Mohrbacher::3 spalted wood moth on bark glowing eyes:: castle by Annie Leibovitz and James Paik::6 colorful intricate mandala explosions::1.2 Inuit art:: symmetrical with clearly defined eyes:: --ar 9:16 --no blurry blur tilt shift bokeh wires** - <@583324108503384065>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_20954.png
"**black paper::3 zodiac tarot::3 the god Bastet::3 portrait, photographic, artgerm, depth of field :: white ink, intricate complexity, unreal engine::1 --ar 9:16** - <@63432180038119424>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28078.png
"**night club dance club exterior retro-futuristic impossible asymmetrical soviet brutalist random architecture utopia plants everywhere weird unique raygun gothic style crowded | Bill Sienkiewicz |   mist night life utopia plants everywhere deep color palette nighttime establishing shot highly detailed environment octane render Ghibli lavender mint green burnt orange yellow red pastel purple --aspect 9:19** - Upscaled (Max) by <@986404200177094667> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14738.png
**Robert Plant illustration Main Street comic 1970’s --ar 16:8** - Upscaled (Max) by <@959192950846410812> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22953.png
**Graham Nash illustration Main Street comic 1970’s --ar 8:11** - Upscaled by <@959192950846410812>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18940.png
"**<https://s.mj.run/ysioB58jwkM> cats covered with many glowing eyes, floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 3:1** - Upscaled by <@412798156477169664> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1256.png
"**<https://s.mj.run/CGXPoD2AeIU> A full body shot of a tabby cat, --iw 1.5 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27051.png
**<https://s.mj.run/0wKO58cWjcs> monster in my eye** - <@109400117135581184> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16753.png
"**<https://s.mj.run/p7lXrgGLJvk> Highly detailed multicolored Japanese abstract,3d rendering with octane number, unreal engine, hyperrealistic** - Upscaled by <@900046787291779072>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18082.png
"**<https://s.mj.run/N99BQuK7eVY> :: oil painting, ultra realistic, Ultra detailed, 8k --ar 16:9** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10878.png
"**Alien Engineer Juggernaut wreck::1 majestic waterfall::0.3 flocks of birds::0.2 sunrise, vanilla sky::1, Shaddy Safadi, pixar style, soft ambiant, graphic::0.5 --aspect 21:9** - <@902656786895605840>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4965.png
"I'm not sure what happens if you leave it empty, I'm guessing they use it as a way to parse the text (so it's the same as ::1)...",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10242.png
"**<https://s.mj.run/0L3WzUDi0Zo> Ruan Jia, artstation --ar 2:3 --uplight** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27233.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18941.png
**<https://s.mj.run/uiLnijrZUDg> **cute weird strange bizarre character made out of all leaves and plants symmetrical professional watercolor and papercraft ghibli character design --aspect 12:18 --no pink** - <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29937.png
"**abstract mecha-flowers by Maxfield Parrish and James Jean, pastel colors --aspect 9:16** - <@402256924852355073>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2620.png
**cat depicted as Michelangelo’s David —ar 9:19** - <@601909449883648022> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22893.png
"**<https://s.mj.run/QIgF9-KsZaU> cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from the void, shallow depth of field --aspect 3:1** - <@412798156477169664> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2801.png
**the nun praying in chaos temple by Ruan Jia** - Upscaled by <@958942713489801246>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17630.png
**<https://s.mj.run/eHUYc5oekQA> a geocities website about a pastel painting of a swan caduceus in front of a volcano with a circle of bunny rabbits underneath and there's green ribbon bows and a star shaped key** - Upscaled (Max) by <@695378011100413973>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2775.png
"**<https://s.mj.run/_xciSCURMZw> :: oil painting, ultra realistic, Ultra detailed, 8k --ar 16:9** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10876.png
"**<https://s.mj.run/OI6yEIlhwWs> a little mouse with a red cape and a stick walking through a cactus forest at night, stop motion, wide shot, sandy colors, dreamy mood, octance render, --ar 2:1** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17536.png
"**Vaporwave style Guanyin, future sci-fi,cyberpunk,large, highly detailed, highly realistic. cinematic lighting, trending on Artstation. Atmospheric. Cinematic** - <@685128697766084728>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1905.png
"**<https://s.mj.run/HnyFzybHM3A> beautiful angel, statue, tied by many roots, anicent trees , Dark Soul 3, Dark Soul, Dark Fantasy,  Ruan Jia, Artstation trending , artstation by Krenz Cushart, 4k resolution, cinematic ,insanely detail and intricate, matte painting, cinematic, artstation trending, cgsociety, by james gurney, wes burt, craig mullins, edmund blair leighton —ar 2:3 —uplight —no blur** - Upscaled (Light) by <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27196.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11869.png
"**gameplay footage of 1998 low budget N64 nintendo64 game, neon killer blade wave frequency vibrations trippy adventure game** - <@988372478797709322>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13873.png
"**<https://s.mj.run/3Qp7Kzz-Z08> character design the banyan tree wrapped around skull cinematic shot nebula octane render realism 8k highly detailed and intricate hd, dynamic lighting,** - <@703784144139976765>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26856.png
**The beautiful leaves were actually pages of a book** - <@971186707061940265>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2844.png
"**<https://s.mj.run/dZnuGZFLf20> wide-view,gigantic realistic house looks like Kawasaki motorcycle,animation city,huge, sophisticated beautiful color illustration, top gun, unreal engine 5, trending on artstation and Pinterest --w 1920 --h 1080** - <@410392306366283778>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26780.png
**<https://s.mj.run/mZjvC1DuwxM> Marshmallows and Rocks wrapped in plastic foil on a Metal structure** - Upscaled by <@797513787133394944>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29337.png
**Das Licht aus den Schalter um,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29265.png
"**<https://s.mj.run/dZEJHHZG5c8> extreme colse-up of a demonic mammal in the style of jean pierre arboleda, unreal engine rendered, 8k, photo realistic, hyper detailed, insanely detailed, cinematic lighting, --ar 6:8** - Upscaled (Max) by <@423504418445590529> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11941.png
"**god of war 2 inspired video game environment, peaceful giant turtle covered in vegetation overgrowth , trending on artstation, --ar 16:9** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11286.png
**<https://s.mj.run/nfbwq0Z5fq4> photo real bright studio lighting warhammer 40k orc figurine** - <@298406433605681154>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3916.png
**artwork by georges braque** - <@556306140879650827>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3142.png
**a logo for standup paddle boarding** - <@802441290389389362> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14183.png
**<https://s.mj.run/v4jzSaIU-fA> knights and archers wearing bathrobes:: neon:: at dawn:: blacklight poster:: by Jack Kirby and Hal Foster --ar 4:3 --uplight** - Upscaled (Light) by <@834120097685045298> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12265.png
**asdlkfjadf** - Upscaled (Max) by <@938206455838965851>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15603.png
"**<https://s.mj.run/6dLKxyEO-0E> big rockstar hippo playing a tiny ukulele, pixar style, standing in the spotlight, octane render, portrait, closeup shot, jazz bar atmosphere, --ar 1:2** - Upscaled (Max) by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17636.png
"**Blind Ambition concept art realistic character concept art 4K symmetrical portrait, character --ar 16:8** - Upscaled (Max) by <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18655.png
"**eyes inside a lightbulb, macro photography, hyper realistic** - <@382289069012680704>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15768.png
"**<https://s.mj.run/cV8u3nQcBs8> A full body shot of a tabby cat, --iw 1.5 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27224.png
"**bee hive monster, honey, sticky, slimy, cinematic,scary** - <@941060375502270505>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23731.png
**<https://s.mj.run/-b_HiV7fy_k> --iw 20 Destiny Guardians in high level gear standing shoulder to shoulder::10 at dawn::10 dynamic futurism::5 neon blacklight poster::15 by Sung Choi::15 by Joseph Cross::10 by Hal Foster::8 --ar 4:3 --uplight** - Upscaled (Light) by <@834120097685045298> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22750.png
**<https://s.mj.run/G1WwIbU4ANc> community of animation artists gathering at the lake of annecy. huge glowing balloons in the sky. photoreal. hyperdetail. unreal engine. trending on artstation** - Upscaled by <@758272529683972099>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1326.png
**<https://s.mj.run/3zUyP3TU2go> tadao ando meets es devlin** - Upscaled by <@915823609405136936>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13889.png
"**<https://s.mj.run/6_um7mwACHI> stage with oriental laboratory silver panes glass ,fearther carpet wood stone steel Porcelain raw concrete salvia patens roof sand lake water oval mirror steel, screen transparent** - <@989167810947198976>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29658.png
"**<https://s.mj.run/fuaMVQq5thk> cats with many eyes floating in colorful glowing swirling whisps, occult inspired, emerging from a deep dark void, shallow depth of field, chaos magic --aspect 1:10** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8058.png
"**a sup board with cyberpunk pattern, top view , --w 300 --h 500** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11798.png
**psychedelic alien desert plants** - <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19170.png
"**Weird alien night club exterior Jack Kirby octane render highly detailed environment** - Upscaled by <@986404200177094667> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14675.png
"**<https://s.mj.run/He0gjQPodsQ> , living room, unreal engine --ar 16:9** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16393.png
"**tarot card of a cloud** - <@249397224176353281> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25614.png
"**<https://s.mj.run/k79_F6RpSS8> androgynous cyborg head, red Glas, black cables, liquid, blue fire, studio light** - <@797513787133394944>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28871.png
"**ghostly psychedelic fractal clouds in night sky over bubbling black oil sea, Egyptian funerary boat, mist, cinematic, establishing shot, 8k, octane render :: orange, teal :: --ar 4:3** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25806.png
"**<https://s.mj.run/iyqSZ8huHpg> darth vader with light saber by Hokusai and James Gurney, Black paper with Intricate and vibrant Red line work, Tarot Card, Mandelbulb fractal, Full of Gold layers, Trending on Artstation, Black and Red gothic illustration, Exquisite detail** - <@981943289307598909>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10339.png
"**<https://s.mj.run/XDd0pSg3CH4> A full body shot of a tabby cat, --iw 1.5 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26836.png
**sprawling desert::5 mountains on the horizon::4 photo:: maximum detail:: ornate:: volumetric lighting:: wide angle:: subdued colours:: ultra realistic --w 2100 --h 1500** - Upscaled (Max) by <@201877187966533633> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3184.png
"**<https://s.mj.run/k3efn9LLkDQ> circular wimbledon tennis court in the shape of a tennis ball, photo realistic, sunny afternoon --ar 16:9** - <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16733.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22592.png
**<https://s.mj.run/7Js00QeOw48> Ballardian image of delapitated society** - <@748270788125261924> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_19544.png
**Scene from new Set Design by Klaus Grünberg.** - Upscaled by <@673538751275859989>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1121.png
"**<https://s.mj.run/De00ulOaXoY> despair in america, high octane render --ar 16:9** - <@981956077161685083>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23150.png
"**an aerial view of fluorescent pink clouds rollling over green hills and fields of wheat, octane, realistic, hyper real, unreal engine, --ar 16:9** - <@915823609405136936>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18318.png
**/the simpsons couch gag --ar 16:9** - <@298406433605681154> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16881.png
"**stunning devil of horror:: photography of a satan wrapped in a silk sarong in the wind, anime waifu style character, clean soft lighting, --ar 2:3 --uplight --iw 1.8 --stop 80** - Upscaled (Light) by <@688517415285555389>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27606.png
"**gameplay footage of 1998 low budget N64 nintendo64 game, neon killer blade wave frequency vibrations trippy adventure game** - <@988372478797709322>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13867.png
"**<https://s.mj.run/IseSHgqIa0M> , acrylic painting , Ultra detailed, 8k --ar 16:9** - Upscaled by <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10867.png
"**<https://s.mj.run/rNrCVMKPjD8> stage with oriental laboratory silver panes glass ,fearther carpet wood stone steel Porcelain raw concrete salvia patens roof sand lake water oval mirror steel, screen transparent** - Upscaled by <@989167810947198976>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29893.png
**Ann Wilson in the style of John Brack** - <@959192950846410812> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8268.png
"****funny cute Alien . Pixar character design  --aspect 9:19** - Upscaled (Max) by <@986404200177094667> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14230.png
**<https://s.mj.run/p7VwuVJi3GI> under the dreaming tree by Phillip Guston Gary Byrd Salvador Dali William Morris --iw 16** - Upscaled by <@959192950846410812> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6586.png
"**<https://s.mj.run/zaK1NGUrXK4> multicolored blacklight graffiti painting of a Beautiful cow god with VR headset and necklace : : Beksinkski : : 4k symmetrical portrait, retro dark vintage sci-fi** - <@979016566094045215> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27401.png
**<https://s.mj.run/1Gg1u5xkQZQ> leprechaun smiling sitting in pot of gold rainbow photography by Annie Leibovitz::1.6 colorful intricate mandala explosions::0.8 Inuit art::0.8 --ar 9:16 --no blurry blur tilt shift bokeh** - Upscaled (Max) by <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14551.png
"**portrait, Manimal, sci-fi, by Karel Thole and Mike Mignola --ar 2:3** - <@977252506335858758> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8334.png
"**<https://s.mj.run/GvUF5QTEb_c> a ginger spirit god, creepy, studio ghibli** - <@941060375502270505>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27696.png
"**sans from Undertale plowing through the Earth's core as several meteors orbit around the earth. Highly detailed, futuristic, raw.** - <@764029940315455498>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18249.png
"**<https://s.mj.run/A4ev6fzpDhM> a woman standing in front of a wooden garden shack in the night looking a spherical multicolored ufo that has spikes coming out of it, cinematic shot, lights illuminating the night, wheat fields in the background, ground shot, 35mm lens, interesting composition, by steven spielberg, hyper realistic, octane render, artstation, —ar 2:1** - <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_5515.png
**<https://s.mj.run/4ES3f5tkdM4> an axolotl in the style of rembrandt** - Upscaled by <@981956077161685083>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14352.png
"**<https://s.mj.run/pnJRAQQ2Mrs> /Focus on a cat snake magical, bejewelled enchanted full, scenic background Amazon forest, translucent shrubs, foliage, in slight mist, cinematic, octane render, artstation, lighting, cinematic, hyperrealistic, textures - - 16.9 - - stop 90 - - --uplight** - Upscaled (Light) by <@439869767873069086>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4252.png
"**<https://s.mj.run/beEE8Lh4j3I> photo of a lion in the sunset with a 100mm lens against the sunset with f1.8, savannah::10, sand::10, dramatic::10, nationalgeographic::20, --ar 21:9** - Upscaled (Max) by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2256.png
**portal to the end --aspect 16:9** - Upscaled by <@109400117135581184> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15865.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15605.png
**cute beautiful glamour harajuku girl science fiction pulp brittney spears punk megan fox character design  --aspect 9:18** - Upscaled (Max) by <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11296.png
oh I mean I've slowed down because of gpt-3 and cause im out traveling rn,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3289.png
"**<https://s.mj.run/qI6E6KKGvVo> Abandoned Minds And Bodies Lurking With Moulded Eyes Lacerated Bodies Without Mourners Nodding In Gallows, Art of Sickness 666 art stylem Satanic horror, extremly detailed, insanely detailed and intricate, high detail, concept art, colorful, darkphilosophy, artofsickness666, and Nekro XIII::3.5 corrupted digital data, analog, rgb distortion, evil psycho glitch art, decomposing pixels, demons from the machine, binary, matrix, horrifying code, bad TV signal, occult symbolism, satanic ritual, demon possession, scanlines, horror movie film still by Danny Boyle, 28 days later, creepypasta, dark horror art, cryptid, gnarly::3.35 --ar 9:16** - <@968188345438048336> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28572.png
